Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,clean_text,label
3370,3,0,3,0,1,@GoneWithKalijah I watched the 1st season bc I wanted to see the diff sides of Elijah. Not to see a thristy hoe who uses Walgreen's hair dye, i watched the st season bc i wanted to see the diff sides of elijah not to see a thristy hoe who uses walgreens hair dye,1
3371,3,0,0,3,2,@GoneWithKalijah She was always a pathetic mutt desperately seeking attention &amp; a purpose. No matter what JP writes that will never change, she was always a pathetic mutt desperately seeking attention amp a purpose no matter what jp writes that will never change,0
3378,3,3,0,0,0,@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!, julie tell them crybaby blacks to get someone blk and dress them up white facedniggers always whining,1
3379,3,0,0,3,2,@GossipCop jay-z and bey they will never be..jus trash, jayz and bey they will never bejus trash,0
3380,3,1,2,0,1,@GossipCop screw the little porch monkey!, screw the little porch monkey,1
3381,3,1,2,0,1,"@GossipCop the coon, n coon wanna b got what they should have, except should have been more time in jail", the coon n coon wanna b got what they should have except should have been more time in jail,1
3384,3,0,3,0,1,@GovJayNixon U should just pull out &amp; let #Ferguson fend for themselves. It has been a week. Wasting manpower. Most r just attention hos, u should just pull out amp let ferguson fend for themselves it has been a week wasting manpower most r just attention hos,1
3385,3,0,3,0,1,@GrandeHead I got that hoe bootlegged haha if you wanna borrow it, i got that hoe bootlegged haha if you wanna borrow it,1
3386,3,0,3,0,1,@GrandeHead biiiiitch that hoe looks perfect haha but iight, biiiiitch that hoe looks perfect haha but iight,1
3389,3,0,0,3,2,@GregHillWAAF New show:Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know, new showthursdays with jinxy broadcast from the moon its made of chunky blue cheese you know,0
3390,3,0,1,2,2,@GregHillWAAF soo what you putting on those crackers Gregg?, soo what you putting on those crackers gregg,0
3396,3,2,1,0,0,@GrizzboAdams @wyattnuckels haha ight nig calm yoself,  haha ight nig calm yoself,1
3398,3,0,2,1,1,@GrizzboAdams @wyattnuckels ight this Friday nig,  ight this friday nig,1
3404,3,2,1,0,0,@GrizzboAdams roid rage much faggot?, roid rage much faggot,1
3407,3,0,0,3,2,@GroteSmurf0 @illMartino @SvensTweet @KangUcup3 goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?,    goh d anoniemeaso meeting heeft weer pauzenog steeds niet bij hoofdstukhoe haal ik mn id,0
3411,3,2,1,0,0,@Gutierrez_Alf legit retard, legit retard,1
3412,3,0,0,3,2,@Gutta_DaDon I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. http://t.co/lTSsn34IFJ, i never really rocked with the white sole i feel ya bro but these my favorite foam of all time ,0
3414,3,0,2,1,1,@GwendolynC28 thanks nig&#128540;, thanks nig,1
3416,6,0,1,5,2,@HAUNTINGILINSKY @sorryimalex Bc @taylorcaniff is trash why would he lie about that? I told you he's real,  bc  is trash why would he lie about that i told you hes real,0
3419,3,1,0,2,2,@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...,  i wonder if the progs didnt relegate young black men to the ghettos to keep them away from harry reids friends,0
3424,3,0,2,1,1,@HaLaWa0402 not as sick as you muzzie trash @JewJitsuGrl @JoeDouglas1 @Darknight420 @blackorchidm16 http://t.co/KQrMhSzmpj, not as sick as you muzzie trash     ,1
3428,3,0,1,2,2,@HalleyBrenks3 interesting #hick, interesting hick,0
3431,3,0,1,2,2,@HarleyyyQuinn_ trash, trash,0
3432,3,0,2,1,1,"@Harry_Dillema @SvensTweet @wltrrr vraag t Sven,hij denkt: Hoe lichter van kleur, hoe beter het morele kompas werkt. Ik ben kleurenblind ;~)",   vraag t svenhij denkt hoe lichter van kleur hoe beter het morele kompas werkt ik ben kleurenblind ,1
3434,3,2,1,0,0,"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to",  they want what i got i want what they got americathey got the word nigger i want it to,1
3436,3,0,0,3,2,@HaseenaBakhtali @steen020 @madraq Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag,   altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltje vertonen z dierngedrag,0
3438,3,1,0,2,2,@Hbt2013Mm I'll ask you same question Do you support border jumpers Do you support illegals, ill ask you same question do you support border jumpers do you support illegals,0
3439,3,0,2,1,1,@HearttBreakerr_ @never_reggies @capital_screezy is that all u can say twat?,   is that all u can say twat,1
3440,3,0,1,2,2,"@HeatherEliseP and plus, it's trash talk. You should know that especially with ole miss.", and plus its trash talk you should know that especially with ole miss,0
3442,3,3,0,0,0,@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro., im jus tryna vaca away from the niggers bro,1
3443,3,0,3,0,1,@HeavensWay_ 2nd and last time I'll ever call you that faggot, nd and last time ill ever call you that faggot,1
3444,6,0,5,1,1,@HeelsOverSneaks smh. U so retarded. Lol, smh u so retarded lol,1
3445,3,1,2,0,1,"@HeilSidious @BreezByYa LOL that Caitlyn.. ""Can't carry 3 retards""",  lol that caitlyn cant carry  retards,1
3446,3,0,3,0,1,@HeilSidious @DevilGrimz So can we just let this faggot in already before he cries himself to sleep,  so can we just let this faggot in already before he cries himself to sleep,1
3447,3,0,3,0,1,@HeilSidious @dyldobaggenss whatta you fags doin?,  whatta you fags doin,1
3448,3,0,3,0,1,@HeilSidious Ass Oreos and his name is Thad Castle., ass oreos and his name is thad castle,1
3449,3,2,1,0,0,"@HeilSidious Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +", sion is a faggot very meh ganks pre and post his ganks are still pretty meh hes just a tank nothing special imo mao ,1
3452,3,0,0,3,2,"@Helgasfishtales omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol", omg i dont even know where kimlau sq isi would been likelook a bird then ran for the hills lol,0
3454,3,0,0,3,2,@Hendrixoxo lemme guess you wore the hilly hicks sweats/leggings &#128514;&#128514;&#127874;&#127856;&#128079;&#127825;, lemme guess you wore the hilly hicks sweatsleggings ,0
3455,3,0,3,0,1,@Hendrixoxo wtf hoe answer my question, wtf hoe answer my question,1
3456,3,2,1,0,0,@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies,   your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies,1
3457,3,2,1,0,0,@Herfarm Move out of our country teabaggers!, move out of our country teabaggers,1
3458,3,0,2,1,1,@Herman_NYRBlog he's am has no clue #heeb, hes am has no clue heeb,1
3460,3,1,2,0,1,@Hi__________Bye omfg or the other pics of the tranny lmao, omfg or the other pics of the tranny lmao,1
3468,3,0,0,3,2,"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels", blessjesus amos  can two walk together unless they are agreed differentlevels,0
3469,3,2,1,0,0,@HollowDaDonLOM those god damn chinks. http://t.co/Bi6fgP5vGo, those god damn chinks ,1
3470,3,0,2,1,1,@HollygroveShawn word!! school flow on a dumb hoe..., word school flow on a dumb hoe,1
3476,3,0,1,2,2,@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*, well he canonically plays the troll equivalent of pokemon throws the new fairy type at him,0
3477,3,0,0,3,2,@HonorChrisKyle @_tony_soprano2 Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.,  amen on this tweet  mm rockets from victor charlie leave a lasting impression,0
3478,3,1,2,0,1,"@HopOnTheBeast i found her right here, good job unfollowing me btw faggot http://t.co/kD3iSeIoLd", i found her right here good job unfollowing me btw faggot ,1
3482,3,0,3,0,1,@HoskinsTy96 @saambrowning and retarded,  and retarded,1
3485,3,0,2,1,1,@HouseCracka meet me later for a reach around Charlie Crist, meet me later for a reach around charlie crist,1
3486,3,2,1,0,0,@Hovaa_ #niggerfood #niggerperson #you #are #a #nigger, niggerfood niggerperson you are a nigger,1
3487,3,0,3,0,1,@Hovaa_ cracker...., cracker,1
3488,6,4,2,0,0,@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft., ok wat ever u say whitey u prolly never even seen shaft,1
3489,3,3,0,0,0,@Hovaa_ shut up lizard faggot nigger cunt, shut up lizard faggot nigger cunt,1
3491,6,0,1,5,2,@Hovaa_ what about yellow spots?, what about yellow spots,0
3492,6,6,0,0,0,@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies, ya i know all the slang im racist i h porch monkies,1
3493,6,0,0,6,2,@Hovaa_ your pet zebra. stripey?, your pet zebra stripey,0
3496,3,3,0,0,0,@HuffingtonPost if the faggots can have a page y cant they?faggots offend me more than them, if the faggots can have a page y cant theyfaggots offend me more than them,1
3497,3,2,1,0,0,"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back", im american dont give  shits about the beaners ship them beaners back,1
3498,3,0,1,2,2,@HuffingtonPost looks like any other little porch monkey to me!, looks like any other little porch monkey to me,0
3499,3,0,3,0,1,@HuffingtonPost the little cunt can just die for all I care!, the little cunt can just die for all i care,1
3510,3,0,0,3,2,@Huntermoore bout to be in ike a couple hours, bout to be in ike a couple hours,0
3517,3,3,0,0,0,@Huntermoore happy cuz I woke up white and not a nigger!, happy cuz i woke up white and not a nigger,1
3520,3,2,1,0,0,@Huntermoore nigger!!, nigger,1
3523,3,0,0,3,2,@HuntsTheWind I wonder if I have my very own NSA spook following me by now?, i wonder if i have my very own nsa spook following me by now,0
3528,3,1,2,0,1,@IAMBJRAPS @cheffin_curry @GirlTimeUSA @LILBTHEBASEDGOD and you look like hmmm a nigger,    and you look like hmmm a nigger,1
3532,3,0,0,3,2,@IAMQUEENLATIFAH @plated letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? http://t.co/CH0XfVEKz9,  letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu n emoto ill egg god ,0
3533,3,1,0,2,2,"@IAmPikey 
I wonders why dare ain't no colored folk up dare?"," 
i wonders why dare aint no colored folk up dare",0
3534,3,0,3,0,1,"@IAmPikey 
Well ho di doe. Thank you"," 
well ho di doe thank you",1
3537,6,0,6,0,1,@ICBC_World214 that hoe out now, that hoe out now,1
3538,3,3,0,0,0,@IDisDummies Can you speak one coherent sentence without sounding like a nig? Seriously., can you speak one coherent sentence without sounding like a nig seriously,1
3541,3,0,1,2,2,"@IHateStevenSing
I ain't to show bout dem colored diamonds you talk about on da radio. 
Any diamond you gets from a colored be stolen","
i aint to show bout dem colored diamonds you talk about on da radio 
any diamond you gets from a colored be stolen",0
3542,3,0,2,1,1,"@IHuntGoblins @Sinatraa_ every time I beat you I'm ""being a faggot"" maybe I'm just being better than you lmao",  every time i beat you im being a faggot maybe im just being better than you lmao,1
3550,3,1,0,2,2,@IMNOTMAKINGITUP Hey u just followed me not long ago. Gonna nip that in da bud. like ur bio tho. U know the white devils stole our our, hey u just followed me not long ago gonna nip that in da bud like ur bio tho u know the white devils stole our our,0
3554,3,0,3,0,1,@ITS_MAKEPEACE i donno who demz iz? But ima bout to get white gurll ghetto on there asses when i find out...., i donno who demz iz but ima bout to get white gurll ghetto on there asses when i find out,1
3559,6,0,1,5,2,@I_GotOne you look like flappy bird, you look like flappy bird,0
3561,6,1,0,5,2,@IamSaintBryan they call me yellow bone, they call me yellow bone,0
3562,3,2,1,0,0,@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol, thats not even a real word must have hit a blunt and started making up shit with your nigger ass lol,1
3574,3,0,0,3,2,@Ilovebamf Whats it say... I see bird in it... Lmao, whats it say i see bird in it lmao,0
3575,3,0,3,0,1,@Ilovebamf is my big long lost brother I swear. I don't know what I'd do without this wetback., is my big long lost brother i swear i dont know what id do without this wetback,1
3581,3,1,2,0,1,@ImSoLK @OgHasnt fag,  fag,1
3582,3,0,0,3,2,@ImSooooMad guess who's eating cracker b without you, guess whos eating cracker b without you,0
3589,3,3,0,0,0,@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney., you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney,1
3590,3,0,1,2,2,@ImTooMuch bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;, bread in general aint too good for yabut honky bread the worst,0
3593,3,1,2,0,1,@Im_Thirst Shin's a faggot. I'm glad your chipped him., shins a faggot im glad your chipped him,1
3594,3,2,1,0,0,@Im_Thirst randies are fags, randies are fags,1
3602,3,2,1,0,0,@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,   we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem,1
3604,3,0,0,3,2,@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!, quickscoping trash take of the tony hawk setup and play normally thats not what snipers are for,0
3605,3,2,1,0,0,@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats, that should read suck on my bacon encrusted middle finger muslim twats,1
3610,3,0,0,3,2,"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin", half jar of marmalade shaved monkey saran wrap mini horse give your best scene askkevin,0
3612,3,0,0,3,2,@Ish_MallyMal @JayJuice22 all trash to me,  all trash to me,0
3613,3,0,0,3,2,@Ish_MallyMal August is trash, august is trash,0
3619,3,2,1,0,0,@ItsKeeshKapeesh *yourself *faggot buy a dictionary, yourself faggot buy a dictionary,1
3620,3,0,0,3,2,@ItsKiaraaaa looks like you took a red marker and colored on your leg, looks like you took a red marker and colored on your leg,0
3621,3,1,2,0,1,@ItsLenDaddy thanks bruh dont ever forget we still on the look out for these faggots ................................. @JustCurrieOn, thanks bruh dont ever forget we still on the look out for these faggots  ,1
3623,3,1,2,0,1,"@ItsMander
Is you sure you ain't colored?","
is you sure you aint colored",1
3624,3,0,3,0,1,"@ItsMander 
AIDS ain't all dat bad. You can become da hoe and do da crack and ain't gonna make no difference anyhow"," 
aids aint all dat bad you can become da hoe and do da crack and aint gonna make no difference anyhow",1
3625,3,0,1,2,2,"@ItsMander 
You tryin to say ofay?"," 
you tryin to say ofay",0
3626,3,2,1,0,0,"@ItsMander @kfc
You can always gets da colored folk back in da cage wit da KFC"," 
you can always gets da colored folk back in da cage wit da kfc",1
3627,3,0,1,2,2,@ItsMeGrizz dink now uknow thats not true, dink now uknow thats not true,0
3628,3,0,3,0,1,@ItsMeKevin10 @josie618 @ThatSlutAdrian @ZaidSaracini @papigabs lmao this nigguh,     lmao this nigguh,1
3630,6,0,5,1,1,"@ItsOnlyJess @LukeFriendyy @J_CATS_RULE she's a right twat, I'd tell you, honestly Sky! Honestly &#128520;&#127829;",   shes a right twat id tell you honestly sky honestly ,1
3636,3,0,3,0,1,@IvetteBrianna_ I never said you was a hoe guilty consents ass girl, i never said you was a hoe guilty consents ass girl,1
3637,3,1,2,0,1,@IvetteBrianna_ fag, fag,1
3640,3,0,3,0,1,@JAYREIDOFFICIAL I want it to be somewhat of a collage .. Money jewels cartiers etc .. Jus little shit to let niccas know we still here, i want it to be somewhat of a collage  money jewels cartiers etc  jus little shit to let niccas know we still here,1
3641,3,1,2,0,1,@JAYREIDOFFICIAL a nicca anxious to hear that shit my g, a nicca anxious to hear that shit my g,1
3642,3,0,2,1,1,@JAYREIDOFFICIAL my nicca!, my nicca,1
3644,3,2,0,1,0,@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;,   butcountry music listeners really are hicks and alcoholics ,1
3648,6,0,0,6,2,@JLlVE looks prime for some trash pick up, looks prime for some trash pick up,0
3652,3,2,0,1,0,@JOLTNG niger, niger,1
3655,3,3,0,0,0,"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.",   im partial faggothomoboth fairly describes the same sick twisted assholes out there,1
3656,6,2,3,1,1,"@JPantsdotcom @Todd__Kincannon @the__realtony naaaaa, just popped across my TL, so I commented. But nice try faggot!",   naaaaa just popped across my tl so i commented but nice try faggot,1
3657,3,0,2,1,1,@JPerez003 teabaggers are anti American. Hows it feel to hate your country?, teabaggers are anti american hows it feel to hate your country,1
3658,3,0,1,2,2,@JRealmo I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't..., i dont think they believe in their communities ability to function wout whitey they choose to be hustled by big govt,0
3659,3,2,1,0,0,@JRise88 @G_Anderson4 what do you want fag,  what do you want fag,1
3660,3,2,1,0,0,@JRise88 @LongLiveTylerD your a fag,  your a fag,1
3664,3,0,3,0,1,@JStac825 @ThatAngryNigga at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.,  at least after nearly two decades of complete trash they put out atysyc to redeem themselves,1
3666,3,0,1,2,2,@JStarrTweets I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4, i took it harder when rivera retired im not a yankee fan but i have a lot of love and respect for em especially the core ,0
3667,3,0,0,3,2,@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna, my pops is from new york my family is yankee obsessed my sister literally cried when she heard he was gonna,0
3669,3,0,0,3,2,@JT_Cameron92 or your in the ghetto, or your in the ghetto,0
3670,3,0,2,1,1,@JTrevorHowerton @HollyRFisher because it's hilarious how it makes teabaggers freak out. I'll do it again too.,  because its hilarious how it makes teabaggers freak out ill do it again too,1
3671,6,0,5,1,1,@JUSTLOVE_NOHATE @Me_NOindirect whole hoe outchea.......,  whole hoe outchea,1
3676,3,1,2,0,1,@JZolly23 also is search of dirty white trash hookers for the weekends, also is search of dirty white trash hookers for the weekends,1
3680,3,0,3,0,1,"@J_Kwest No, Cpt Commando is a hoe and a cocksucker", no cpt commando is a hoe and a cocksucker,1
3682,3,0,0,3,2,@J_Logan And you know best about the bird moves...!!!, and you know best about the bird moves,0
3683,3,1,2,0,1,@J_Nastyy_ @Bum_Farto why would a white man even go to a nigger hell hole of Detroit? An I've worked in A town how. Y'all good niggers!,  why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers,1
3686,3,1,2,0,1,@JacobbBacker @fucktyler Tyler isn't shit faggot go listen to some real music,  tyler isnt shit faggot go listen to some real music,1
3687,3,2,1,0,0,@JacobbBacker fag, fag,1
3688,3,0,3,0,1,@JacobbBacker faggot, faggot,1
3690,3,0,3,0,1,@JacsonBevens @markkiszla absolutely retarded article http://t.co/3hSVTYOXFf,  absolutely retarded article ,1
3691,3,0,3,0,1,@JadeGreenleaf @DailySexSupply am i really a fag if I'm liking that video,  am i really a fag if im liking that video,1
3692,3,3,0,0,0,@JadeGreenleaf fag, fag,1
3693,3,2,1,0,0,@JaiBrooks1 faggot, faggot,1
3694,3,2,1,0,0,@JaiBrooks1 not funny u faggot, not funny u faggot,1
3695,3,0,3,0,1,@JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot, ugly goldigging cunt u probably have an uncircumcised penis faggot,1
3696,3,2,1,0,0,@JaiBrooks1 ur brother looks so queer and ugly, ur brother looks so queer and ugly,1
3697,6,0,6,0,1,@JalenDGAF @CourtniClark &#128308;&#9899;&#65039;&#128308;&#9899;&#65039;&#128308;&#9899;&#65039; no pressure hoe,   no pressure hoe,1
3700,3,1,0,2,2,@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!, ltltbest name on twitter ever aka jewbaccaltltsecond best name on twitter,0
3703,6,0,0,6,2,"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying""", thats energy the city is electric gotta go to yankees stadium when they are winning it is truly electrifying,0
3705,3,1,2,0,1,@JaneyPew nigger you are bigger than I am. Do you even #R4aperSec ?, nigger you are bigger than i am do you even rapersec ,1
3707,3,0,2,1,1,@JaredReve use monkey maker you prick!, use monkey maker you prick,1
3710,3,0,3,0,1,@JavelinaBlue @mdjacksondallas @KennettDems yep. Texas is redneck heaven.,   yep texas is redneck heaven,1
3711,3,0,3,0,1,@JavieTheCreator @its_selenaaaa haha yuhh that hoe was funny,  haha yuhh that hoe was funny,1
3719,3,0,3,0,1,@JawShoeeAhhh @josecarcamo03 lmao you're on my timeline it ain't spying hoe lol,  lmao youre on my timeline it aint spying hoe lol,1
3726,3,0,3,0,1,@JawShoeeAhhh that don't mean you're not balling lol shut up hoe lol, that dont mean youre not balling lol shut up hoe lol,1
3729,3,0,0,3,2,@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash,  no song ive heard was good is what i mean by hes trash,0
3733,3,2,1,0,0,@Jaytwofly @G_MUCKA good leave you stupid faggot,  good leave you stupid faggot,1
3734,3,2,1,0,0,"@Jaytwofly huh, lol mad nigger is mad", huh lol mad nigger is mad,1
3738,3,0,3,0,1,"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended", i say it all the time same with fag and queer its all about the context i suppose some people are just looking to get offended,1
3742,3,1,2,0,1,@JennaHord12 Feels like it's been a year since I seen ya queer lolol, feels like its been a year since i seen ya queer lolol,1
3743,3,0,3,0,1,@JennaHord12 Nooo Amber's supposed to kill me fag, nooo ambers supposed to kill me fag,1
3744,3,0,0,3,2,@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**, did you say spray tan charlie crist switches back to republican,0
3745,3,1,2,0,1,@JennyMcCarthy don't let idiots that can't even spell retarded get you down., dont let idiots that cant even spell retarded get you down,1
3747,3,0,0,3,2,"@JennyTripleTit it's also a bird, a city, and a math theorem. I make no assumptions!", its also a bird a city and a math theorem i make no assumptions,0
3761,3,2,1,0,0,@JimBoberson happy birthday faggot, happy birthday faggot,1
3762,3,1,2,0,1,@JimNastikowski @3Quarters2Day ? Are you a race traitor or just a dumbass?,   are you a race traitor or just a dumbass,1
3763,3,0,3,0,1,@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/, hey jim youll love this ,1
3764,9,1,8,0,1,"@JimmyMcIver @jerrilyn71 @Doc_68W_ Just like ""FAT CHICKS NEED LOVE TOO"" I guess. 
Some Jeffrey Dommer Type would be all over that sloppy ho.","   just like fat chicks need love too i guess 
some jeffrey dommer type would be all over that sloppy ho",1
3766,3,1,0,2,2,@JjLoveUp tranny, tranny,0
3768,3,0,3,0,1,@Jo_clark6 @pache16 @PcktSizeCae an just don't be a hoe about it! Haha,   an just dont be a hoe about it haha,1
3773,6,1,4,1,1,@JoeBiden is such a retard! &#8220;@irritatedwoman: Biden Calls Himself &#8216;White Boy&#8217; in Meeting With Black Pastors http://t.co/bqx1IEv0wD&#8221;, is such a retard  biden calls himself white boy in meeting with black pastors ,1
3776,3,2,1,0,0,@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420, i guess blaspheme to your allah is ok if your pos muzzie huh   ,1
3777,3,3,0,0,0,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat, sit down and stfu raghead  ,1
3778,3,0,3,0,1,@JoePrich shut up faggot, shut up faggot,1
3787,3,0,3,0,1,@John_Mayer_69 @Biggg_Mackkk dont talk to your hoe that way,  dont talk to your hoe that way,1
3789,3,0,1,2,2,@Johnny3_ @HPGuilty trash ain't it,  trash aint it,0
3791,3,0,0,3,2,@JonJ_07 like their players really been talking trash about Bama., like their players really been talking trash about bama,0
3794,3,0,0,3,2,@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad., no good options left indeed this president makes jimmy carter look like a piker so sad,0
3795,3,0,3,0,1,@JonnVercetti true but then again I'm my opinion a hoe is someone who goes and sleeps with everybody, true but then again im my opinion a hoe is someone who goes and sleeps with everybody,1
3796,3,0,0,3,2,@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course, hes definitely trash but if bill cohwer or stanford s head coach want the job id hire them with a new gm of course,0
3801,3,0,0,3,2,@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?, thuggery cheating talking trash whos doing that besides jameis and isnt nd in the middle of cheating issues,0
3802,3,0,0,3,2,"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!", i didnt really have one was aware of yankees but always loved dodgers uniform,0
3803,3,0,0,3,2,"@JuMosq @zachkruse2 Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.","  yep sobs

i got my hopes up when a couple of the national guys including that kipermcshay mock had him slipping",0
3804,3,1,2,0,1,@JuanDaMeskin you wouldn't last a day there hoe., you wouldnt last a day there hoe,1
3806,3,2,1,0,0,"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?", damn took this dumb spic nearly  days to respond wuz really good tho beaner,1
3808,3,0,0,3,2,@JudgmentalNYer @eveisapisces it always looks so nice! I was gonna buy this yellow one,  it always looks so nice i was gonna buy this yellow one,0
3810,3,1,2,0,1,@Juice__2 faggot, faggot,1
3811,3,1,2,0,1,@Juice__2 i know bout yo wack ass dreads nigger, i know bout yo wack ass dreads nigger,1
3812,3,1,2,0,1,@Juice__2 nah you're a nigger, nah youre a nigger,1
3815,3,0,3,0,1,@JukeJuke_9 shit he prolly is other than that everybody else trash, shit he prolly is other than that everybody else trash,1
3816,3,1,2,0,1,@JulesDanesy Cowboys fans are cunts? Stop the presses!, cowboys fans are cunts stop the presses,1
3822,3,1,2,0,1,@JunDishes block or mute the cunt, block or mute the cunt,1
3823,3,0,0,3,2,"@JunDishes elissa would call me trash, vile, etc.!", elissa would call me trash vile etc,0
3824,3,0,0,3,2,"@JunDishes get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good", get a can of wasp spray it shoots out  feet and cheaper than bear spay or mace works just as good,0
3831,3,0,2,1,1,"@JusDahl gross, ill stick with my galaxy, it will still receive those nips", gross ill stick with my galaxy it will still receive those nips,1
3832,3,0,3,0,1,@JusDahl not nappy head hoe though &#128514;&#128514;, not nappy head hoe though ,1
3834,3,1,2,0,1,@JustCurrieOn @Christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,  aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,1
3839,3,0,3,0,1,@JustKarahn bye hoe, bye hoe,1
3840,3,0,3,0,1,@JustKarahn dnt use my shit against me hoe, dnt use my shit against me hoe,1
3841,3,0,3,0,1,@JustKarahn negro please, negro please,1
3842,3,0,2,1,1,@JustKarahn yes u hoe, yes u hoe,1
3843,3,0,0,3,2,@JustTooMuchCake Lmao. it bel ike that nowadays, lmao it bel ike that nowadays,0
3844,3,1,2,0,1,@JustWordsx dont favorite me you faggot, dont favorite me you faggot,1
3847,3,1,2,0,1,@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...,  teabaggers are extremely dumb,1
3849,3,1,2,0,1,"@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker.", pretty sure you meant flight and not flite dumb ass cracker,1
3850,3,0,2,1,1,@KEIRRANicolee I didn't know you was following me hoe &#128514;, i didnt know you was following me hoe ,1
3851,3,0,0,3,2,"@KHShan @VictorB123 Oh but those last few that did.. Charlie, Wilma, Jeanne...",  oh but those last few that did charlie wilma jeanne,0
3852,3,0,2,1,1,@KILLDion @h_christianne politics isn't twitter coon lol,  politics isnt twitter coon lol,1
3853,3,0,3,0,1,@KILLQuana choke on something hoe, choke on something hoe,1
3854,3,1,2,0,1,@KILLQuana lmao cunt, lmao cunt,1
